,occ_code,occ_title,o_group,tot_emp
24950,15-2031,Operations Research Analysts,detailed,110
24951,15-2041,Statisticians,detailed,80
24952,17-1011,"Architects, Except Landscape and Naval",detailed,200
24953,17-1012,Landscape Architects,detailed,60
24954,17-1022,Surveyors,detailed,300
24955,17-2041,Chemical Engineers,detailed,50
24956,17-2051,Civil Engineers,detailed,1330
24957,17-2071,Electrical Engineers,detailed,510
24958,17-2072,"Electronics Engineers, Except Computer",detailed,160
24959,17-2081,Environmental Engineers,detailed,150
24960,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",detailed,30
24961,17-2112,Industrial Engineers,detailed,310
24962,17-2131,Materials Engineers,detailed,**
24963,17-2141,Mechanical Engineers,detailed,550
24964,17-2171,Petroleum Engineers,detailed,220
24965,17-2199,"Engineers, All Other",detailed,320
24966,17-3011,Architectural and Civil Drafters,detailed,390
24967,17-3012,Electrical and Electronics Drafters,detailed,40
24968,17-3013,Mechanical Drafters,detailed,80
24969,17-3022,Civil Engineering Technologists and Technicians,detailed,490
24970,17-3023,Electrical and Electronic Engineering Technologists and Technicians,detailed,180
24971,17-3025,Environmental Engineering Technologists and Technicians,detailed,40
24972,17-3026,Industrial Engineering Technologists and Technicians,detailed,100
24973,17-3027,Mechanical Engineering Technologists and Technicians,detailed,60
24974,17-3031,Surveying and Mapping Technicians,detailed,180
24975,17-3098,"Calibration Technologists and Technicians and Engineering Technologists and Technicians, Except Drafters, All Other",detailed,690
24976,19-1013,Soil and Plant Scientists,detailed,370
24977,19-1022,Microbiologists,detailed,30
24978,19-1023,Zoologists and Wildlife Biologists,detailed,110
24979,19-1029,"Biological Scientists, All Other",detailed,130
24980,19-1031,Conservation Scientists,detailed,290
24981,19-1032,Foresters,detailed,40
24982,19-1042,"Medical Scientists, Except Epidemiologists",detailed,90
24983,19-1099,"Life Scientists, All Other",detailed,110
24984,19-2021,Atmospheric and Space Scientists,detailed,80
24985,19-2031,Chemists,detailed,80
24986,19-2041,"Environmental Scientists and Specialists, Including Health",detailed,230
24987,19-2042,"Geoscientists, Except Hydrologists and Geographers",detailed,100
24988,19-2099,"Physical Scientists, All Other",detailed,70
24989,19-3031,"Clinical, Counseling, and School Psychologists",detailed,240
24990,19-3051,Urban and Regional Planners,detailed,70
24991,19-3091,Anthropologists and Archeologists,detailed,60
24992,19-3099,"Social Scientists and Related Workers, All Other",detailed,**
24993,19-4010,Agricultural and Food Science Technicians,detailed,110
24994,19-4021,Biological Technicians,detailed,240
24995,19-4031,Chemical Technicians,detailed,50
24996,19-4042,"Environmental Science and Protection Technicians, Including Health",detailed,140
24997,19-4045,Geological and Hydrologic Technicians,detailed,**
24998,19-4061,Social Science Research Assistants,detailed,50
24999,19-4071,Forest and Conservation Technicians,detailed,100
25000,19-4099,"Life, Physical, and Social Science Technicians, All Other",detailed,170
25001,19-5011,Occupational Health and Safety Specialists,detailed,570
25002,19-5012,Occupational Health and Safety Technicians,detailed,180
25003,21-1012,"Educational, Guidance, and Career Counselors and Advisors",detailed,660
25004,21-1013,Marriage and Family Therapists,detailed,110
25005,21-1015,Rehabilitation Counselors,detailed,150
25006,21-1018,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",detailed,640
25007,21-1019,"Counselors, All Other",detailed,120
25008,21-1021,"Child, Family, and School Social Workers",detailed,750
25009,21-1022,Healthcare Social Workers,detailed,410
25010,21-1023,Mental Health and Substance Abuse Social Workers,detailed,240
25011,21-1029,"Social Workers, All Other",detailed,170
25012,21-1091,Health Education Specialists,detailed,120
25013,21-1092,Probation Officers and Correctional Treatment Specialists,detailed,230
25014,21-1093,Social and Human Service Assistants,detailed,1380
25015,21-1094,Community Health Workers,detailed,**
25016,21-1099,"Community and Social Service Specialists, All Other",detailed,150
25017,21-2011,Clergy,detailed,160
25018,21-2021,"Directors, Religious Activities and Education",detailed,30
25019,23-1011,Lawyers,detailed,1040
25020,23-1012,Judicial Law Clerks,detailed,40
25021,23-1023,"Judges, Magistrate Judges, and Magistrates",detailed,120
25022,23-2011,Paralegals and Legal Assistants,detailed,630
25023,23-2093,"Title Examiners, Abstractors, and Searchers",detailed,490
25024,23-2099,"Legal Support Workers, All Other",detailed,50
25025,25-1011,"Business Teachers, Postsecondary",detailed,160
25026,25-1021,"Computer Science Teachers, Postsecondary",detailed,130
25027,25-1022,"Mathematical Science Teachers, Postsecondary",detailed,160
25028,25-1032,"Engineering Teachers, Postsecondary",detailed,180
25029,25-1041,"Agricultural Sciences Teachers, Postsecondary",detailed,150
25030,25-1042,"Biological Science Teachers, Postsecondary",detailed,140
25031,25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",detailed,50
25032,25-1052,"Chemistry Teachers, Postsecondary",detailed,80
25033,25-1054,"Physics Teachers, Postsecondary",detailed,30
25034,25-1063,"Economics Teachers, Postsecondary",detailed,50
25035,25-1066,"Psychology Teachers, Postsecondary",detailed,70
25036,25-1069,"Social Sciences Teachers, Postsecondary, All Other",detailed,40
25037,25-1071,"Health Specialties Teachers, Postsecondary",detailed,380
25038,25-1072,"Nursing Instructors and Teachers, Postsecondary",detailed,230
25039,25-1081,"Education Teachers, Postsecondary",detailed,230
25040,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",detailed,40
25041,25-1113,"Social Work Teachers, Postsecondary",detailed,30
25042,25-1121,"Art, Drama, and Music Teachers, Postsecondary",detailed,200
25043,25-1122,"Communications Teachers, Postsecondary",detailed,80
25044,25-1123,"English Language and Literature Teachers, Postsecondary",detailed,170
25045,25-1124,"Foreign Language and Literature Teachers, Postsecondary",detailed,40
25046,25-1125,"History Teachers, Postsecondary",detailed,50
25047,25-1126,"Philosophy and Religion Teachers, Postsecondary",detailed,40
25048,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",detailed,60
25049,25-1194,"Career/Technical Education Teachers, Postsecondary",detailed,430
25050,25-1199,"Postsecondary Teachers, All Other",detailed,380
25051,25-2011,"Preschool Teachers, Except Special Education",detailed,910
25052,25-2012,"Kindergarten Teachers, Except Special Education",detailed,460
25053,25-2021,"Elementary School Teachers, Except Special Education",detailed,4450
25054,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",detailed,1380
25055,25-2023,"Career/Technical Education Teachers, Middle School",detailed,120
25056,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",detailed,2800
25057,25-2032,"Career/Technical Education Teachers, Secondary School",detailed,500
25058,25-2051,"Special Education Teachers, Preschool",detailed,110
25059,25-2052,"Special Education Teachers, Kindergarten and Elementary School",detailed,610
25060,25-2057,"Special Education Teachers, Middle School",detailed,220
25061,25-2058,"Special Education Teachers, Secondary School",detailed,400
25062,25-3011,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",detailed,160
25063,25-3021,Self-Enrichment Teachers,detailed,310
25064,25-3031,"Substitute Teachers, Short-Term",detailed,650
25065,25-3097,"Tutors and Teachers and Instructors, All Other",detailed,290
25066,25-4012,Curators,detailed,60
25067,25-4022,Librarians and Media Collections Specialists,detailed,390
25068,25-4031,Library Technicians,detailed,410
25069,25-9021,Farm and Home Management Educators,detailed,190
25070,25-9031,Instructional Coordinators,detailed,440
25071,25-9045,"Teaching Assistants, Except Postsecondary",detailed,5150
25072,25-9099,"Educational Instruction and Library Workers, All Other",detailed,160
25073,27-1012,Craft Artists,detailed,30
25074,27-1019,"Artists and Related Workers, All Other",detailed,**
25075,27-1023,Floral Designers,detailed,200
25076,27-1024,Graphic Designers,detailed,570
25077,27-1025,Interior Designers,detailed,240
25078,27-1026,Merchandise Displayers and Window Trimmers,detailed,360
25079,27-2012,Producers and Directors,detailed,110
25080,27-2022,Coaches and Scouts,detailed,990
25081,27-2023,"Umpires, Referees, and Other Sports Officials",detailed,280
25082,27-3011,Broadcast Announcers and Radio Disc Jockeys,detailed,230
25083,27-3023,"News Analysts, Reporters, and Journalists",detailed,250
25084,27-3031,Public Relations Specialists,detailed,540
25085,27-3041,Editors,detailed,100
25086,27-3042,Technical Writers,detailed,70
25087,27-3043,Writers and Authors,detailed,**
25088,27-3091,Interpreters and Translators,detailed,100
25089,27-3092,Court Reporters and Simultaneous Captioners,detailed,70
25090,27-4011,Audio and Video Technicians,detailed,60
25091,27-4012,Broadcast Technicians,detailed,140
25092,27-4021,Photographers,detailed,120
25093,27-4031,"Camera Operators, Television, Video, and Film",detailed,50
25094,27-4098,"Lighting Technicians and Media and Communication Equipment Workers, All Other",detailed,**
25095,29-1011,Chiropractors,detailed,260
25096,29-1021,"Dentists, General",detailed,200
25097,29-1029,"Dentists, All Other Specialists",detailed,**
25098,29-1031,Dietitians and Nutritionists,detailed,240
25099,29-1041,Optometrists,detailed,140
25100,29-1051,Pharmacists,detailed,1200
25101,29-1071,Physician Assistants,detailed,240
25102,29-1122,Occupational Therapists,detailed,480
25103,29-1123,Physical Therapists,detailed,640
25104,29-1125,Recreational Therapists,detailed,80
25105,29-1126,Respiratory Therapists,detailed,350
25106,29-1127,Speech-Language Pathologists,detailed,560
25107,29-1129,"Therapists, All Other",detailed,**
25108,29-1131,Veterinarians,detailed,210
25109,29-1141,Registered Nurses,detailed,9750
25110,29-1151,Nurse Anesthetists,detailed,130
25111,29-1171,Nurse Practitioners,detailed,520
25112,29-1181,Audiologists,detailed,**
25113,29-1216,General Internal Medicine Physicians,detailed,60
25114,29-1218,Obstetricians and Gynecologists,detailed,40
25115,29-1221,"Pediatricians, General",detailed,30
25116,29-1223,Psychiatrists,detailed,**
25117,29-1228,"Physicians, All Other; and Ophthalmologists, Except Pediatric",detailed,880
25118,29-1248,"Surgeons, Except Ophthalmologists",detailed,50
25119,29-1292,Dental Hygienists,detailed,600
25120,29-1298,"Acupuncturists and Healthcare Diagnosing or Treating Practitioners, All Other",detailed,60
25121,29-2010,Clinical Laboratory Technologists and Technicians,detailed,1150
25122,29-2031,Cardiovascular Technologists and Technicians,detailed,200
25123,29-2032,Diagnostic Medical Sonographers,detailed,250
25124,29-2033,Nuclear Medicine Technologists,detailed,70
25125,29-2034,Radiologic Technologists and Technicians,detailed,790
25126,29-2035,Magnetic Resonance Imaging Technologists,detailed,100
25127,29-2040,Emergency Medical Technicians and Paramedics,detailed,890
25128,29-2051,Dietetic Technicians,detailed,130
25129,29-2052,Pharmacy Technicians,detailed,890
25130,29-2055,Surgical Technologists,detailed,250
25131,29-2056,Veterinary Technologists and Technicians,detailed,320
25132,29-2057,Ophthalmic Medical Technicians,detailed,310
25133,29-2061,Licensed Practical and Licensed Vocational Nurses,detailed,2520
25134,29-2081,"Opticians, Dispensing",detailed,380
25135,29-2091,Orthotists and Prosthetists,detailed,80
25136,29-2098,"Medical Dosimetrists, Medical Records Specialists, and Health Technologists and Technicians, All Other",detailed,1130
25137,29-9091,Athletic Trainers,detailed,150
25138,29-9098,"Health Information Technologists, Medical Registrars, Surgical Assistants, and Healthcare Practitioners and Technical Workers, All Other",detailed,120
25139,31-1120,Home Health and Personal Care Aides,detailed,6140
25140,31-1131,Nursing Assistants,detailed,8020
25141,31-1132,Orderlies,detailed,70
25142,31-2011,Occupational Therapy Assistants,detailed,130
25143,31-2012,Occupational Therapy Aides,detailed,50
25144,31-2021,Physical Therapist Assistants,detailed,130
25145,31-2022,Physical Therapist Aides,detailed,150
25146,31-9011,Massage Therapists,detailed,200
25147,31-9091,Dental Assistants,detailed,790
25148,31-9092,Medical Assistants,detailed,410
25149,31-9093,Medical Equipment Preparers,detailed,290
25150,31-9094,Medical Transcriptionists,detailed,260
25151,31-9095,Pharmacy Aides,detailed,100
25152,31-9096,Veterinary Assistants and Laboratory Animal Caretakers,detailed,130
25153,31-9097,Phlebotomists,detailed,420
25154,31-9099,"Healthcare Support Workers, All Other",detailed,240
25155,33-1011,First-Line Supervisors of Correctional Officers,detailed,70
25156,33-1012,First-Line Supervisors of Police and Detectives,detailed,180
25157,33-1021,First-Line Supervisors of Firefighting and Prevention Workers,detailed,170
25158,33-1090,"Miscellaneous First-Line Supervisors, Protective Service Workers",detailed,160
25159,33-2011,Firefighters,detailed,770
25160,33-2021,Fire Inspectors and Investigators,detailed,40
25161,33-3011,Bailiffs,detailed,170
25162,33-3012,Correctional Officers and Jailers,detailed,690
25163,33-3021,Detectives and Criminal Investigators,detailed,340
25164,33-3031,Fish and Game Wardens,detailed,60
25165,33-3051,Police and Sheriff's Patrol Officers,detailed,1550
25166,33-9031,Gambling Surveillance Officers and Gambling Investigators,detailed,80
25167,33-9032,Security Guards,detailed,1450
25168,33-9091,Crossing Guards and Flaggers,detailed,**
25169,33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",detailed,390
25170,33-9093,Transportation Security Screeners,detailed,160
25171,33-9098,"School Bus Monitors and Protective Service Workers, All Other",detailed,200
25172,35-1011,Chefs and Head Cooks,detailed,60
25173,35-1012,First-Line Supervisors of Food Preparation and Serving Workers,detailed,2420
25174,35-2011,"Cooks, Fast Food",detailed,520
25175,35-2012,"Cooks, Institution and Cafeteria",detailed,1890
25176,35-2014,"Cooks, Restaurant",detailed,3300
25177,35-2015,"Cooks, Short Order",detailed,300
25178,35-2019,"Cooks, All Other",detailed,80
25179,35-2021,Food Preparation Workers,detailed,1480
25180,35-3011,Bartenders,detailed,4320
25181,35-3023,Fast Food and Counter Workers,detailed,10680
25182,35-3031,Waiters and Waitresses,detailed,5650
25183,35-3041,"Food Servers, Nonrestaurant",detailed,1220
25184,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,detailed,1010
25185,35-9021,Dishwashers,detailed,1080
25186,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",detailed,660
25187,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,detailed,510
25188,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",detailed,270
25189,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",detailed,6450
25190,37-2012,Maids and Housekeeping Cleaners,detailed,4150
25191,37-2021,Pest Control Workers,detailed,70
25192,37-3011,Landscaping and Groundskeeping Workers,detailed,2150
25193,37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",detailed,630
25194,37-3013,Tree Trimmers and Pruners,detailed,190
25195,39-1013,First-Line Supervisors of Gambling Services Workers,detailed,140
25196,39-1098,"First-Line Supervisors of Personal Service and Entertainment and Recreation Workers, Except Gambling Services",detailed,800
25197,39-2011,Animal Trainers,detailed,40
25198,39-2021,Animal Caretakers,detailed,490
25199,39-3011,Gambling Dealers,detailed,1020
25200,39-3019,"Gambling Service Workers, All Other",detailed,110
25201,39-3031,"Ushers, Lobby Attendants, and Ticket Takers",detailed,340
25202,39-3091,Amusement and Recreation Attendants,detailed,1450
25203,39-4021,Funeral Attendants,detailed,180
25204,39-4031,"Morticians, Undertakers, and Funeral Arrangers",detailed,130
25205,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",detailed,1100
25206,39-5092,Manicurists and Pedicurists,detailed,**
25207,39-5094,Skincare Specialists,detailed,200
25208,39-6011,Baggage Porters and Bellhops,detailed,110
25209,39-9011,Childcare Workers,detailed,3400
25210,39-9031,Exercise Trainers and Group Fitness Instructors,detailed,1460
25211,39-9032,Recreation Workers,detailed,540
25212,39-9041,Residential Advisors,detailed,830
25213,39-9098,"Crematory Operators and Personal Care and Service Workers, All Other",detailed,80
25214,41-1011,First-Line Supervisors of Retail Sales Workers,detailed,3020
25215,41-1012,First-Line Supervisors of Non-Retail Sales Workers,detailed,490
25216,41-2011,Cashiers,detailed,10200
25217,41-2021,Counter and Rental Clerks,detailed,730
25218,41-2022,Parts Salespersons,detailed,1710
25219,41-2031,Retail Salespersons,detailed,12540
25220,41-3011,Advertising Sales Agents,detailed,550
25221,41-3021,Insurance Sales Agents,detailed,1700
25222,41-3031,"Securities, Commodities, and Financial Services Sales Agents",detailed,580
25223,41-3041,Travel Agents,detailed,340
25224,41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",detailed,1800
25225,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",detailed,940
25226,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",detailed,3770
25227,41-9011,Demonstrators and Product Promoters,detailed,220
25228,41-9022,Real Estate Sales Agents,detailed,240
25229,41-9031,Sales Engineers,detailed,50
25230,41-9041,Telemarketers,detailed,100
25231,41-9099,"Sales and Related Workers, All Other",detailed,330
25232,43-1011,First-Line Supervisors of Office and Administrative Support Workers,detailed,2630
25233,43-2011,"Switchboard Operators, Including Answering Service",detailed,120
25234,43-2099,"Communications Equipment Operators, All Other",detailed,50
25235,43-3011,Bill and Account Collectors,detailed,460
25236,43-3021,Billing and Posting Clerks,detailed,550
25237,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",detailed,5010
25238,43-3041,Gambling Cage Workers,detailed,80
25239,43-3051,Payroll and Timekeeping Clerks,detailed,310
25240,43-3061,Procurement Clerks,detailed,90
25241,43-3071,Tellers,detailed,2000
25242,43-4011,Brokerage Clerks,detailed,80
25243,43-4031,"Court, Municipal, and License Clerks",detailed,470
25244,43-4041,"Credit Authorizers, Checkers, and Clerks",detailed,200
25245,43-4051,Customer Service Representatives,detailed,6610
25246,43-4061,"Eligibility Interviewers, Government Programs",detailed,280
25247,43-4071,File Clerks,detailed,140
25248,43-4081,"Hotel, Motel, and Resort Desk Clerks",detailed,1460
25249,43-4111,"Interviewers, Except Eligibility and Loan",detailed,280
25250,43-4121,"Library Assistants, Clerical",detailed,100
25251,43-4131,Loan Interviewers and Clerks,detailed,860
25252,43-4141,New Accounts Clerks,detailed,270
25253,43-4151,Order Clerks,detailed,130
25254,43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",detailed,230
25255,43-4171,Receptionists and Information Clerks,detailed,1470
25256,43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,detailed,380
25257,43-4199,"Information and Record Clerks, All Other",detailed,330
25258,43-5011,Cargo and Freight Agents,detailed,190
25259,43-5021,Couriers and Messengers,detailed,**
25260,43-5031,Public Safety Telecommunicators,detailed,290
25261,43-5032,"Dispatchers, Except Police, Fire, and Ambulance",detailed,760
25262,43-5041,"Meter Readers, Utilities",detailed,50
25263,43-5051,Postal Service Clerks,detailed,370
25264,43-5052,Postal Service Mail Carriers,detailed,910
25265,43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",detailed,320
25266,43-5061,"Production, Planning, and Expediting Clerks",detailed,610
25267,43-5071,"Shipping, Receiving, and Inventory Clerks",detailed,1190
25268,43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",detailed,180
25269,43-6011,Executive Secretaries and Executive Administrative Assistants,detailed,560
25270,43-6012,Legal Secretaries and Administrative Assistants,detailed,290
25271,43-6013,Medical Secretaries and Administrative Assistants,detailed,1510
25272,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",detailed,6370
25273,43-9021,Data Entry Keyers,detailed,360
25274,43-9041,Insurance Claims and Policy Processing Clerks,detailed,840
25275,43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",detailed,190
25276,43-9061,"Office Clerks, General",detailed,10740
25277,43-9071,"Office Machine Operators, Except Computer",detailed,80
25278,43-9199,"Office and Administrative Support Workers, All Other",detailed,520
25279,45-2011,Agricultural Inspectors,detailed,100
25280,45-2041,"Graders and Sorters, Agricultural Products",detailed,180
25281,45-2091,Agricultural Equipment Operators,detailed,140
25282,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",detailed,210
25283,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",detailed,**
25284,47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,detailed,3830
25285,47-2011,Boilermakers,detailed,70
25286,47-2021,Brickmasons and Blockmasons,detailed,230
25287,47-2031,Carpenters,detailed,2140
25288,47-2041,Carpet Installers,detailed,80
25289,47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles",detailed,**
25290,47-2044,Tile and Stone Setters,detailed,70
25291,47-2051,Cement Masons and Concrete Finishers,detailed,760
25292,47-2061,Construction Laborers,detailed,4660
25293,47-2071,"Paving, Surfacing, and Tamping Equipment Operators",detailed,190
25294,47-2073,Operating Engineers and Other Construction Equipment Operators,detailed,3650
25295,47-2081,Drywall and Ceiling Tile Installers,detailed,**
25296,47-2082,Tapers,detailed,80
25297,47-2111,Electricians,detailed,3480
25298,47-2121,Glaziers,detailed,170
25299,47-2131,"Insulation Workers, Floor, Ceiling, and Wall",detailed,140
25300,47-2132,"Insulation Workers, Mechanical",detailed,130
25301,47-2141,"Painters, Construction and Maintenance",detailed,500
25302,47-2151,Pipelayers,detailed,230
25303,47-2152,"Plumbers, Pipefitters, and Steamfitters",detailed,2130
25304,47-2181,Roofers,detailed,140
25305,47-2211,Sheet Metal Workers,detailed,450
25306,47-2221,Structural Iron and Steel Workers,detailed,230
25307,47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",detailed,60
25308,47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",detailed,**
25309,47-4011,Construction and Building Inspectors,detailed,220
25310,47-4031,Fence Erectors,detailed,60
25311,47-4041,Hazardous Materials Removal Workers,detailed,**
25312,47-4051,Highway Maintenance Workers,detailed,1060
25313,47-4090,Miscellaneous Construction and Related Workers,detailed,310
25314,47-5011,"Derrick Operators, Oil and Gas",detailed,780
25315,47-5012,"Rotary Drill Operators, Oil and Gas",detailed,870
25316,47-5013,"Service Unit Operators, Oil and Gas",detailed,3060
25317,47-5022,"Excavating and Loading Machine and Dragline Operators, Surface Mining",detailed,330
25318,47-5071,"Roustabouts, Oil and Gas",detailed,4600
25319,47-5081,Helpers--Extraction Workers,detailed,**
25320,47-5097,"Earth Drillers, Except Oil and Gas; and Explosives Workers, Ordnance Handling Experts, and Blasters",detailed,110
25321,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",detailed,1920
25322,49-2011,"Computer, Automated Teller, and Office Machine Repairers",detailed,220
25323,49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",detailed,570
25324,49-2092,"Electric Motor, Power Tool, and Related Repairers",detailed,110
25325,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",detailed,340
25326,49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",detailed,140
25327,49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",detailed,70
25328,49-2097,Audiovisual Equipment Installers and Repairers,detailed,90
25329,49-2098,Security and Fire Alarm Systems Installers,detailed,**
25330,49-3011,Aircraft Mechanics and Service Technicians,detailed,160
25331,49-3021,Automotive Body and Related Repairers,detailed,600
25332,49-3022,Automotive Glass Installers and Repairers,detailed,70
25333,49-3023,Automotive Service Technicians and Mechanics,detailed,2280
25334,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,detailed,1530
