,occ_code,occ_title,o_group,tot_emp
16131,21-2021,"Directors, Religious Activities and Education",detailed,170
16132,23-1011,Lawyers,detailed,18750
16133,23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",detailed,200
16134,23-1022,"Arbitrators, Mediators, and Conciliators",detailed,200
16135,23-2011,Paralegals and Legal Assistants,detailed,6840
16136,23-2093,"Title Examiners, Abstractors, and Searchers",detailed,**
16137,23-2099,"Legal Support Workers, All Other",detailed,320
16138,25-1011,"Business Teachers, Postsecondary",detailed,4170
16139,25-1021,"Computer Science Teachers, Postsecondary",detailed,1120
16140,25-1022,"Mathematical Science Teachers, Postsecondary",detailed,1700
16141,25-1031,"Architecture Teachers, Postsecondary",detailed,340
16142,25-1032,"Engineering Teachers, Postsecondary",detailed,1380
16143,25-1041,"Agricultural Sciences Teachers, Postsecondary",detailed,100
16144,25-1042,"Biological Science Teachers, Postsecondary",detailed,2360
16145,25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",detailed,470
16146,25-1052,"Chemistry Teachers, Postsecondary",detailed,880
16147,25-1053,"Environmental Science Teachers, Postsecondary",detailed,370
16148,25-1054,"Physics Teachers, Postsecondary",detailed,590
16149,25-1061,"Anthropology and Archeology Teachers, Postsecondary",detailed,190
16150,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",detailed,620
16151,25-1063,"Economics Teachers, Postsecondary",detailed,880
16152,25-1064,"Geography Teachers, Postsecondary",detailed,270
16153,25-1065,"Political Science Teachers, Postsecondary",detailed,930
16154,25-1066,"Psychology Teachers, Postsecondary",detailed,1550
16155,25-1067,"Sociology Teachers, Postsecondary",detailed,770
16156,25-1069,"Social Sciences Teachers, Postsecondary, All Other",detailed,300
16157,25-1071,"Health Specialties Teachers, Postsecondary",detailed,4180
16158,25-1072,"Nursing Instructors and Teachers, Postsecondary",detailed,2020
16159,25-1081,"Education Teachers, Postsecondary",detailed,1780
16160,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",detailed,490
16161,25-1112,"Law Teachers, Postsecondary",detailed,540
16162,25-1113,"Social Work Teachers, Postsecondary",detailed,440
16163,25-1121,"Art, Drama, and Music Teachers, Postsecondary",detailed,5780
16164,25-1122,"Communications Teachers, Postsecondary",detailed,600
16165,25-1123,"English Language and Literature Teachers, Postsecondary",detailed,2580
16166,25-1124,"Foreign Language and Literature Teachers, Postsecondary",detailed,1450
16167,25-1125,"History Teachers, Postsecondary",detailed,950
16168,25-1126,"Philosophy and Religion Teachers, Postsecondary",detailed,650
16169,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",detailed,550
16170,25-1194,"Career/Technical Education Teachers, Postsecondary",detailed,2000
16171,25-1199,"Postsecondary Teachers, All Other",detailed,7620
16172,25-2011,"Preschool Teachers, Except Special Education",detailed,17070
16173,25-2012,"Kindergarten Teachers, Except Special Education",detailed,2960
16174,25-2021,"Elementary School Teachers, Except Special Education",detailed,31430
16175,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",detailed,15910
16176,25-2023,"Career/Technical Education Teachers, Middle School",detailed,150
16177,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",detailed,27120
16178,25-2032,"Career/Technical Education Teachers, Secondary School",detailed,2540
16179,25-2051,"Special Education Teachers, Preschool",detailed,840
16180,25-2052,"Special Education Teachers, Kindergarten and Elementary School",detailed,6200
16181,25-2057,"Special Education Teachers, Middle School",detailed,3410
16182,25-2058,"Special Education Teachers, Secondary School",detailed,4730
16183,25-2059,"Special Education Teachers, All Other",detailed,620
16184,25-3011,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",detailed,1250
16185,25-3021,Self-Enrichment Teachers,detailed,9060
16186,25-3031,"Substitute Teachers, Short-Term",detailed,7850
16187,25-3097,"Tutors and Teachers and Instructors, All Other",detailed,6800
16188,25-4011,Archivists,detailed,270
16189,25-4012,Curators,detailed,560
16190,25-4013,Museum Technicians and Conservators,detailed,510
16191,25-4022,Librarians and Media Collections Specialists,detailed,4730
16192,25-4031,Library Technicians,detailed,3040
16193,25-9031,Instructional Coordinators,detailed,4620
16194,25-9044,"Teaching Assistants, Postsecondary",detailed,2940
16195,25-9045,"Teaching Assistants, Except Postsecondary",detailed,37940
16196,25-9099,"Educational Instruction and Library Workers, All Other",detailed,620
16197,27-1011,Art Directors,detailed,1440
16198,27-1012,Craft Artists,detailed,**
16199,27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",detailed,340
16200,27-1014,Special Effects Artists and Animators,detailed,650
16201,27-1019,"Artists and Related Workers, All Other",detailed,70
16202,27-1021,Commercial and Industrial Designers,detailed,1180
16203,27-1022,Fashion Designers,detailed,450
16204,27-1023,Floral Designers,detailed,1170
16205,27-1024,Graphic Designers,detailed,6330
16206,27-1025,Interior Designers,detailed,1650
16207,27-1026,Merchandise Displayers and Window Trimmers,detailed,2600
16208,27-1027,Set and Exhibit Designers,detailed,170
16209,27-1029,"Designers, All Other",detailed,110
16210,27-2011,Actors,detailed,550
16211,27-2012,Producers and Directors,detailed,3340
16212,27-2021,Athletes and Sports Competitors,detailed,420
16213,27-2022,Coaches and Scouts,detailed,6440
16214,27-2023,"Umpires, Referees, and Other Sports Officials",detailed,380
16215,27-2031,Dancers,detailed,510
16216,27-2032,Choreographers,detailed,30
16217,27-2041,Music Directors and Composers,detailed,230
16218,27-2042,Musicians and Singers,detailed,1020
16219,27-2090,"Miscellaneous Entertainers and Performers, Sports and Related Workers",detailed,80
16220,27-3011,Broadcast Announcers and Radio Disc Jockeys,detailed,470
16221,27-3023,"News Analysts, Reporters, and Journalists",detailed,810
16222,27-3031,Public Relations Specialists,detailed,6790
16223,27-3041,Editors,detailed,3370
16224,27-3042,Technical Writers,detailed,2260
16225,27-3043,Writers and Authors,detailed,1200
16226,27-3091,Interpreters and Translators,detailed,2390
16227,27-3092,Court Reporters and Simultaneous Captioners,detailed,250
16228,27-3099,"Media and Communication Workers, All Other",detailed,400
16229,27-4011,Audio and Video Technicians,detailed,1960
16230,27-4012,Broadcast Technicians,detailed,640
16231,27-4014,Sound Engineering Technicians,detailed,160
16232,27-4021,Photographers,detailed,1190
16233,27-4031,"Camera Operators, Television, Video, and Film",detailed,460
16234,27-4032,Film and Video Editors,detailed,440
16235,27-4098,"Lighting Technicians and Media and Communication Equipment Workers, All Other",detailed,160
16236,29-1011,Chiropractors,detailed,520
16237,29-1021,"Dentists, General",detailed,2920
16238,29-1022,Oral and Maxillofacial Surgeons,detailed,200
16239,29-1023,Orthodontists,detailed,480
16240,29-1029,"Dentists, All Other Specialists",detailed,270
16241,29-1031,Dietitians and Nutritionists,detailed,1930
16242,29-1041,Optometrists,detailed,1080
16243,29-1051,Pharmacists,detailed,6980
16244,29-1071,Physician Assistants,detailed,3880
16245,29-1081,Podiatrists,detailed,220
16246,29-1122,Occupational Therapists,detailed,4490
16247,29-1123,Physical Therapists,detailed,7540
16248,29-1124,Radiation Therapists,detailed,460
16249,29-1125,Recreational Therapists,detailed,870
16250,29-1126,Respiratory Therapists,detailed,2370
16251,29-1127,Speech-Language Pathologists,detailed,3990
16252,29-1128,Exercise Physiologists,detailed,140
16253,29-1129,"Therapists, All Other",detailed,**
16254,29-1131,Veterinarians,detailed,1620
16255,29-1141,Registered Nurses,detailed,81020
16256,29-1151,Nurse Anesthetists,detailed,690
16257,29-1161,Nurse Midwives,detailed,310
16258,29-1171,Nurse Practitioners,detailed,6520
16259,29-1181,Audiologists,detailed,350
16260,29-1211,Anesthesiologists,detailed,670
16261,29-1215,Family Medicine Physicians,detailed,2200
16262,29-1216,General Internal Medicine Physicians,detailed,2980
16263,29-1218,Obstetricians and Gynecologists,detailed,610
16264,29-1221,"Pediatricians, General",detailed,1460
16265,29-1223,Psychiatrists,detailed,920
16266,29-1228,"Physicians, All Other; and Ophthalmologists, Except Pediatric",detailed,16510
16267,29-1248,"Surgeons, Except Ophthalmologists",detailed,2210
16268,29-1292,Dental Hygienists,detailed,6460
16269,29-1298,"Acupuncturists and Healthcare Diagnosing or Treating Practitioners, All Other",detailed,970
16270,29-2010,Clinical Laboratory Technologists and Technicians,detailed,11280
16271,29-2031,Cardiovascular Technologists and Technicians,detailed,1250
16272,29-2032,Diagnostic Medical Sonographers,detailed,1860
16273,29-2033,Nuclear Medicine Technologists,detailed,430
16274,29-2034,Radiologic Technologists and Technicians,detailed,4910
16275,29-2035,Magnetic Resonance Imaging Technologists,detailed,1400
16276,29-2040,Emergency Medical Technicians and Paramedics,detailed,6500
16277,29-2051,Dietetic Technicians,detailed,1260
16278,29-2052,Pharmacy Technicians,detailed,9150
16279,29-2053,Psychiatric Technicians,detailed,1420
16280,29-2055,Surgical Technologists,detailed,2600
16281,29-2056,Veterinary Technologists and Technicians,detailed,3430
16282,29-2057,Ophthalmic Medical Technicians,detailed,1810
16283,29-2061,Licensed Practical and Licensed Vocational Nurses,detailed,15910
16284,29-2081,"Opticians, Dispensing",detailed,1230
16285,29-2091,Orthotists and Prosthetists,detailed,350
16286,29-2092,Hearing Aid Specialists,detailed,190
16287,29-2098,"Medical Dosimetrists, Medical Records Specialists, and Health Technologists and Technicians, All Other",detailed,7930
16288,29-9091,Athletic Trainers,detailed,770
16289,29-9092,Genetic Counselors,detailed,150
16290,29-9098,"Health Information Technologists, Medical Registrars, Surgical Assistants, and Healthcare Practitioners and Technical Workers, All Other",detailed,790
16291,31-1120,Home Health and Personal Care Aides,detailed,108670
16292,31-1131,Nursing Assistants,detailed,39900
16293,31-1132,Orderlies,detailed,2210
16294,31-1133,Psychiatric Aides,detailed,490
16295,31-2011,Occupational Therapy Assistants,detailed,1260
16296,31-2012,Occupational Therapy Aides,detailed,160
16297,31-2021,Physical Therapist Assistants,detailed,2520
16298,31-2022,Physical Therapist Aides,detailed,810
16299,31-9011,Massage Therapists,detailed,2540
16300,31-9091,Dental Assistants,detailed,8430
16301,31-9092,Medical Assistants,detailed,14990
16302,31-9093,Medical Equipment Preparers,detailed,1270
16303,31-9094,Medical Transcriptionists,detailed,1000
16304,31-9095,Pharmacy Aides,detailed,560
16305,31-9096,Veterinary Assistants and Laboratory Animal Caretakers,detailed,1470
16306,31-9097,Phlebotomists,detailed,3760
16307,31-9099,"Healthcare Support Workers, All Other",detailed,2260
16308,33-1011,First-Line Supervisors of Correctional Officers,detailed,220
16309,33-1012,First-Line Supervisors of Police and Detectives,detailed,4730
16310,33-1021,First-Line Supervisors of Firefighting and Prevention Workers,detailed,3070
16311,33-1090,"Miscellaneous First-Line Supervisors, Protective Service Workers",detailed,1850
16312,33-2011,Firefighters,detailed,11360
16313,33-2021,Fire Inspectors and Investigators,detailed,90
16314,33-2022,Forest Fire Inspectors and Prevention Specialists,detailed,100
16315,33-3012,Correctional Officers and Jailers,detailed,5690
16316,33-3021,Detectives and Criminal Investigators,detailed,1390
16317,33-3031,Fish and Game Wardens,detailed,60
16318,33-3041,Parking Enforcement Workers,detailed,390
16319,33-3051,Police and Sheriff's Patrol Officers,detailed,17100
16320,33-9011,Animal Control Workers,detailed,330
16321,33-9021,Private Detectives and Investigators,detailed,530
16322,33-9032,Security Guards,detailed,21260
16323,33-9091,Crossing Guards and Flaggers,detailed,1280
16324,33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",detailed,3830
16325,33-9093,Transportation Security Screeners,detailed,1180
16326,33-9098,"School Bus Monitors and Protective Service Workers, All Other",detailed,3150
16327,35-1011,Chefs and Head Cooks,detailed,4280
16328,35-1012,First-Line Supervisors of Food Preparation and Serving Workers,detailed,19790
16329,35-2011,"Cooks, Fast Food",detailed,5880
16330,35-2012,"Cooks, Institution and Cafeteria",detailed,7960
16331,35-2014,"Cooks, Restaurant",detailed,30470
16332,35-2015,"Cooks, Short Order",detailed,5870
16333,35-2019,"Cooks, All Other",detailed,280
16334,35-2021,Food Preparation Workers,detailed,16370
16335,35-3011,Bartenders,detailed,21530
16336,35-3023,Fast Food and Counter Workers,detailed,88330
16337,35-3031,Waiters and Waitresses,detailed,67720
16338,35-3041,"Food Servers, Nonrestaurant",detailed,8020
16339,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,detailed,10350
16340,35-9021,Dishwashers,detailed,15030
16341,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",detailed,10120
16342,35-9099,"Food Preparation and Serving Related Workers, All Other",detailed,670
16343,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,detailed,4650
16344,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",detailed,3020
16345,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",detailed,55570
16346,37-2012,Maids and Housekeeping Cleaners,detailed,19580
16347,37-2019,"Building Cleaning Workers, All Other",detailed,**
16348,37-2021,Pest Control Workers,detailed,1150
16349,37-3011,Landscaping and Groundskeeping Workers,detailed,21040
16350,37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",detailed,450
16351,37-3013,Tree Trimmers and Pruners,detailed,1330
16352,37-3019,"Grounds Maintenance Workers, All Other",detailed,70
16353,39-1013,First-Line Supervisors of Gambling Services Workers,detailed,70
16354,39-1098,"First-Line Supervisors of Personal Service and Entertainment and Recreation Workers, Except Gambling Services",detailed,5300
16355,39-2011,Animal Trainers,detailed,350
16356,39-2021,Animal Caretakers,detailed,4920
16357,39-3011,Gambling Dealers,detailed,**
16358,39-3021,Motion Picture Projectionists,detailed,180
16359,39-3031,"Ushers, Lobby Attendants, and Ticket Takers",detailed,2450
16360,39-3091,Amusement and Recreation Attendants,detailed,5030
16361,39-3092,Costume Attendants,detailed,130
16362,39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",detailed,430
16363,39-4011,Embalmers,detailed,**
16364,39-4021,Funeral Attendants,detailed,800
16365,39-4031,"Morticians, Undertakers, and Funeral Arrangers",detailed,610
16366,39-5011,Barbers,detailed,580
16367,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",detailed,10530
16368,39-5092,Manicurists and Pedicurists,detailed,5470
16369,39-5093,Shampooers,detailed,380
16370,39-5094,Skincare Specialists,detailed,1300
16371,39-6011,Baggage Porters and Bellhops,detailed,880
16372,39-6012,Concierges,detailed,2120
16373,39-7010,Tour and Travel Guides,detailed,2290
16374,39-9011,Childcare Workers,detailed,13990
16375,39-9031,Exercise Trainers and Group Fitness Instructors,detailed,13560
16376,39-9032,Recreation Workers,detailed,9440
16377,39-9041,Residential Advisors,detailed,5760
16378,39-9098,"Crematory Operators and Personal Care and Service Workers, All Other",detailed,690
16379,41-1011,First-Line Supervisors of Retail Sales Workers,detailed,27600
16380,41-1012,First-Line Supervisors of Non-Retail Sales Workers,detailed,5260
16381,41-2011,Cashiers,detailed,77840
16382,41-2021,Counter and Rental Clerks,detailed,6720
16383,41-2022,Parts Salespersons,detailed,4310
16384,41-2031,Retail Salespersons,detailed,98510
16385,41-3011,Advertising Sales Agents,detailed,2170
16386,41-3021,Insurance Sales Agents,detailed,7190
16387,41-3031,"Securities, Commodities, and Financial Services Sales Agents",detailed,11220
16388,41-3041,Travel Agents,detailed,1970
16389,41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",detailed,21870
16390,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",detailed,15520
16391,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",detailed,23150
16392,41-9011,Demonstrators and Product Promoters,detailed,1340
16393,41-9021,Real Estate Brokers,detailed,920
16394,41-9022,Real Estate Sales Agents,detailed,2170
16395,41-9031,Sales Engineers,detailed,3720
16396,41-9041,Telemarketers,detailed,1760
16397,41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",detailed,140
16398,41-9099,"Sales and Related Workers, All Other",detailed,1810
16399,43-1011,First-Line Supervisors of Office and Administrative Support Workers,detailed,40160
16400,43-2011,"Switchboard Operators, Including Answering Service",detailed,1270
16401,43-2021,Telephone Operators,detailed,200
16402,43-3011,Bill and Account Collectors,detailed,4280
16403,43-3021,Billing and Posting Clerks,detailed,9090
16404,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",detailed,44440
16405,43-3041,Gambling Cage Workers,detailed,**
16406,43-3051,Payroll and Timekeeping Clerks,detailed,3170
16407,43-3061,Procurement Clerks,detailed,1170
16408,43-3071,Tellers,detailed,10470
16409,43-3099,"Financial Clerks, All Other",detailed,380
16410,43-4011,Brokerage Clerks,detailed,1390
16411,43-4021,Correspondence Clerks,detailed,270
16412,43-4031,"Court, Municipal, and License Clerks",detailed,3150
16413,43-4041,"Credit Authorizers, Checkers, and Clerks",detailed,420
16414,43-4051,Customer Service Representatives,detailed,65510
16415,43-4061,"Eligibility Interviewers, Government Programs",detailed,2430
16416,43-4071,File Clerks,detailed,1330
16417,43-4081,"Hotel, Motel, and Resort Desk Clerks",detailed,3870
16418,43-4111,"Interviewers, Except Eligibility and Loan",detailed,3280
16419,43-4121,"Library Assistants, Clerical",detailed,2040
16420,43-4131,Loan Interviewers and Clerks,detailed,2360
16421,43-4141,New Accounts Clerks,detailed,860
16422,43-4151,Order Clerks,detailed,2180
16423,43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",detailed,2130
16424,43-4171,Receptionists and Information Clerks,detailed,21240
16425,43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,detailed,2330
