,occ_code,occ_title,o_group,tot_emp
18374,27-2022,Coaches and Scouts,detailed,1590
18375,27-3011,Broadcast Announcers and Radio Disc Jockeys,detailed,270
18376,27-3023,"News Analysts, Reporters, and Journalists",detailed,290
18377,27-3031,Public Relations Specialists,detailed,1440
18378,27-3041,Editors,detailed,230
18379,27-3042,Technical Writers,detailed,150
18380,27-3043,Writers and Authors,detailed,160
18381,27-3091,Interpreters and Translators,detailed,100
18382,27-3099,"Media and Communication Workers, All Other",detailed,60
18383,27-4011,Audio and Video Technicians,detailed,260
18384,27-4012,Broadcast Technicians,detailed,150
18385,27-4021,Photographers,detailed,240
18386,27-4031,"Camera Operators, Television, Video, and Film",detailed,60
18387,27-4098,"Lighting Technicians and Media and Communication Equipment Workers, All Other",detailed,40
18388,29-1011,Chiropractors,detailed,130
18389,29-1021,"Dentists, General",detailed,670
18390,29-1031,Dietitians and Nutritionists,detailed,490
18391,29-1041,Optometrists,detailed,230
18392,29-1051,Pharmacists,detailed,2390
18393,29-1071,Physician Assistants,detailed,160
18394,29-1081,Podiatrists,detailed,40
18395,29-1122,Occupational Therapists,detailed,910
18396,29-1123,Physical Therapists,detailed,1630
18397,29-1124,Radiation Therapists,detailed,160
18398,29-1125,Recreational Therapists,detailed,200
18399,29-1126,Respiratory Therapists,detailed,1530
18400,29-1127,Speech-Language Pathologists,detailed,1460
18401,29-1128,Exercise Physiologists,detailed,50
18402,29-1129,"Therapists, All Other",detailed,70
18403,29-1131,Veterinarians,detailed,510
18404,29-1141,Registered Nurses,detailed,29550
18405,29-1151,Nurse Anesthetists,detailed,260
18406,29-1161,Nurse Midwives,detailed,40
18407,29-1171,Nurse Practitioners,detailed,3390
18408,29-1181,Audiologists,detailed,110
18409,29-1215,Family Medicine Physicians,detailed,850
18410,29-1216,General Internal Medicine Physicians,detailed,210
18411,29-1218,Obstetricians and Gynecologists,detailed,**
18412,29-1221,"Pediatricians, General",detailed,130
18413,29-1223,Psychiatrists,detailed,70
18414,29-1228,"Physicians, All Other; and Ophthalmologists, Except Pediatric",detailed,2020
18415,29-1248,"Surgeons, Except Ophthalmologists",detailed,250
18416,29-1292,Dental Hygienists,detailed,1370
18417,29-1298,"Acupuncturists and Healthcare Diagnosing or Treating Practitioners, All Other",detailed,150
18418,29-2010,Clinical Laboratory Technologists and Technicians,detailed,3160
18419,29-2031,Cardiovascular Technologists and Technicians,detailed,510
18420,29-2032,Diagnostic Medical Sonographers,detailed,660
18421,29-2033,Nuclear Medicine Technologists,detailed,240
18422,29-2034,Radiologic Technologists and Technicians,detailed,2260
18423,29-2035,Magnetic Resonance Imaging Technologists,detailed,260
18424,29-2040,Emergency Medical Technicians and Paramedics,detailed,2320
18425,29-2051,Dietetic Technicians,detailed,150
18426,29-2052,Pharmacy Technicians,detailed,3450
18427,29-2053,Psychiatric Technicians,detailed,520
18428,29-2055,Surgical Technologists,detailed,1170
18429,29-2056,Veterinary Technologists and Technicians,detailed,360
18430,29-2057,Ophthalmic Medical Technicians,detailed,430
18431,29-2061,Licensed Practical and Licensed Vocational Nurses,detailed,9600
18432,29-2081,"Opticians, Dispensing",detailed,480
18433,29-2091,Orthotists and Prosthetists,detailed,70
18434,29-2098,"Medical Dosimetrists, Medical Records Specialists, and Health Technologists and Technicians, All Other",detailed,3470
18435,29-9091,Athletic Trainers,detailed,200
18436,29-9098,"Health Information Technologists, Medical Registrars, Surgical Assistants, and Healthcare Practitioners and Technical Workers, All Other",detailed,340
18437,31-1120,Home Health and Personal Care Aides,detailed,17960
18438,31-1131,Nursing Assistants,detailed,13600
18439,31-1132,Orderlies,detailed,360
18440,31-1133,Psychiatric Aides,detailed,3100
18441,31-2011,Occupational Therapy Assistants,detailed,290
18442,31-2021,Physical Therapist Assistants,detailed,810
18443,31-2022,Physical Therapist Aides,detailed,370
18444,31-9011,Massage Therapists,detailed,200
18445,31-9091,Dental Assistants,detailed,2230
18446,31-9092,Medical Assistants,detailed,3590
18447,31-9093,Medical Equipment Preparers,detailed,280
18448,31-9094,Medical Transcriptionists,detailed,250
18449,31-9095,Pharmacy Aides,detailed,**
18450,31-9096,Veterinary Assistants and Laboratory Animal Caretakers,detailed,680
18451,31-9097,Phlebotomists,detailed,1090
18452,31-9099,"Healthcare Support Workers, All Other",detailed,360
18453,33-1011,First-Line Supervisors of Correctional Officers,detailed,420
18454,33-1012,First-Line Supervisors of Police and Detectives,detailed,1420
18455,33-1021,First-Line Supervisors of Firefighting and Prevention Workers,detailed,1250
18456,33-1090,"Miscellaneous First-Line Supervisors, Protective Service Workers",detailed,820
18457,33-2011,Firefighters,detailed,3280
18458,33-2021,Fire Inspectors and Investigators,detailed,60
18459,33-3011,Bailiffs,detailed,150
18460,33-3012,Correctional Officers and Jailers,detailed,4290
18461,33-3021,Detectives and Criminal Investigators,detailed,840
18462,33-3031,Fish and Game Wardens,detailed,40
18463,33-3051,Police and Sheriff's Patrol Officers,detailed,7620
18464,33-9011,Animal Control Workers,detailed,120
18465,33-9021,Private Detectives and Investigators,detailed,140
18466,33-9031,Gambling Surveillance Officers and Gambling Investigators,detailed,330
18467,33-9032,Security Guards,detailed,9860
18468,33-9091,Crossing Guards and Flaggers,detailed,280
18469,33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",detailed,270
18470,33-9093,Transportation Security Screeners,detailed,220
18471,33-9098,"School Bus Monitors and Protective Service Workers, All Other",detailed,550
18472,35-1011,Chefs and Head Cooks,detailed,390
18473,35-1012,First-Line Supervisors of Food Preparation and Serving Workers,detailed,9530
18474,35-2011,"Cooks, Fast Food",detailed,14240
18475,35-2012,"Cooks, Institution and Cafeteria",detailed,7120
18476,35-2014,"Cooks, Restaurant",detailed,10490
18477,35-2015,"Cooks, Short Order",detailed,1300
18478,35-2019,"Cooks, All Other",detailed,70
18479,35-2021,Food Preparation Workers,detailed,8270
18480,35-3011,Bartenders,detailed,2620
18481,35-3023,Fast Food and Counter Workers,detailed,16640
18482,35-3031,Waiters and Waitresses,detailed,19450
18483,35-3041,"Food Servers, Nonrestaurant",detailed,3990
18484,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,detailed,2090
18485,35-9021,Dishwashers,detailed,2460
18486,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",detailed,3300
18487,35-9099,"Food Preparation and Serving Related Workers, All Other",detailed,520
18488,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,detailed,1180
18489,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",detailed,960
18490,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",detailed,17500
18491,37-2012,Maids and Housekeeping Cleaners,detailed,7840
18492,37-2021,Pest Control Workers,detailed,960
18493,37-3011,Landscaping and Groundskeeping Workers,detailed,5810
18494,37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",detailed,50
18495,37-3013,Tree Trimmers and Pruners,detailed,270
18496,37-3019,"Grounds Maintenance Workers, All Other",detailed,80
18497,39-1013,First-Line Supervisors of Gambling Services Workers,detailed,1040
18498,39-1098,"First-Line Supervisors of Personal Service and Entertainment and Recreation Workers, Except Gambling Services",detailed,1690
18499,39-2011,Animal Trainers,detailed,50
18500,39-2021,Animal Caretakers,detailed,1450
18501,39-3011,Gambling Dealers,detailed,3210
18502,39-3012,Gambling and Sports Book Writers and Runners,detailed,140
18503,39-3019,"Gambling Service Workers, All Other",detailed,150
18504,39-3031,"Ushers, Lobby Attendants, and Ticket Takers",detailed,850
18505,39-3091,Amusement and Recreation Attendants,detailed,1690
18506,39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",detailed,**
18507,39-3099,"Entertainment Attendants and Related Workers, All Other",detailed,110
18508,39-4011,Embalmers,detailed,40
18509,39-4021,Funeral Attendants,detailed,270
18510,39-4031,"Morticians, Undertakers, and Funeral Arrangers",detailed,270
18511,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",detailed,1300
18512,39-5092,Manicurists and Pedicurists,detailed,**
18513,39-5094,Skincare Specialists,detailed,220
18514,39-6011,Baggage Porters and Bellhops,detailed,390
18515,39-6012,Concierges,detailed,120
18516,39-7010,Tour and Travel Guides,detailed,280
18517,39-9011,Childcare Workers,detailed,6020
18518,39-9031,Exercise Trainers and Group Fitness Instructors,detailed,1280
18519,39-9032,Recreation Workers,detailed,1620
18520,39-9041,Residential Advisors,detailed,690
18521,39-9098,"Crematory Operators and Personal Care and Service Workers, All Other",detailed,40
18522,41-1011,First-Line Supervisors of Retail Sales Workers,detailed,13370
18523,41-1012,First-Line Supervisors of Non-Retail Sales Workers,detailed,1710
18524,41-2011,Cashiers,detailed,41340
18525,41-2012,Gambling Change Persons and Booth Cashiers,detailed,590
18526,41-2021,Counter and Rental Clerks,detailed,3450
18527,41-2022,Parts Salespersons,detailed,2310
18528,41-2031,Retail Salespersons,detailed,36910
18529,41-3011,Advertising Sales Agents,detailed,540
18530,41-3021,Insurance Sales Agents,detailed,3010
18531,41-3031,"Securities, Commodities, and Financial Services Sales Agents",detailed,870
18532,41-3041,Travel Agents,detailed,150
18533,41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",detailed,2830
18534,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",detailed,510
18535,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",detailed,7820
18536,41-9011,Demonstrators and Product Promoters,detailed,**
18537,41-9021,Real Estate Brokers,detailed,80
18538,41-9022,Real Estate Sales Agents,detailed,710
18539,41-9031,Sales Engineers,detailed,130
18540,41-9041,Telemarketers,detailed,80
18541,43-1011,First-Line Supervisors of Office and Administrative Support Workers,detailed,12750
18542,43-2011,"Switchboard Operators, Including Answering Service",detailed,580
18543,43-2021,Telephone Operators,detailed,80
18544,43-3011,Bill and Account Collectors,detailed,1310
18545,43-3021,Billing and Posting Clerks,detailed,3790
18546,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",detailed,12560
18547,43-3041,Gambling Cage Workers,detailed,450
18548,43-3051,Payroll and Timekeeping Clerks,detailed,1010
18549,43-3061,Procurement Clerks,detailed,850
18550,43-3071,Tellers,detailed,4560
18551,43-3099,"Financial Clerks, All Other",detailed,80
18552,43-4011,Brokerage Clerks,detailed,110
18553,43-4021,Correspondence Clerks,detailed,30
18554,43-4031,"Court, Municipal, and License Clerks",detailed,2060
18555,43-4041,"Credit Authorizers, Checkers, and Clerks",detailed,340
18556,43-4051,Customer Service Representatives,detailed,17800
18557,43-4061,"Eligibility Interviewers, Government Programs",detailed,1020
18558,43-4071,File Clerks,detailed,620
18559,43-4081,"Hotel, Motel, and Resort Desk Clerks",detailed,3230
18560,43-4111,"Interviewers, Except Eligibility and Loan",detailed,2060
18561,43-4121,"Library Assistants, Clerical",detailed,690
18562,43-4131,Loan Interviewers and Clerks,detailed,2120
18563,43-4141,New Accounts Clerks,detailed,430
18564,43-4151,Order Clerks,detailed,480
18565,43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",detailed,850
18566,43-4171,Receptionists and Information Clerks,detailed,7250
18567,43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,detailed,260
18568,43-4199,"Information and Record Clerks, All Other",detailed,830
18569,43-5011,Cargo and Freight Agents,detailed,250
18570,43-5021,Couriers and Messengers,detailed,530
18571,43-5031,Public Safety Telecommunicators,detailed,1430
18572,43-5032,"Dispatchers, Except Police, Fire, and Ambulance",detailed,1250
18573,43-5041,"Meter Readers, Utilities",detailed,460
18574,43-5051,Postal Service Clerks,detailed,810
18575,43-5052,Postal Service Mail Carriers,detailed,3260
18576,43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",detailed,320
18577,43-5061,"Production, Planning, and Expediting Clerks",detailed,2540
18578,43-5071,"Shipping, Receiving, and Inventory Clerks",detailed,7850
18579,43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",detailed,570
18580,43-6011,Executive Secretaries and Executive Administrative Assistants,detailed,2610
18581,43-6012,Legal Secretaries and Administrative Assistants,detailed,960
18582,43-6013,Medical Secretaries and Administrative Assistants,detailed,2890
18583,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",detailed,20130
18584,43-9021,Data Entry Keyers,detailed,1110
18585,43-9022,Word Processors and Typists,detailed,100
18586,43-9041,Insurance Claims and Policy Processing Clerks,detailed,1300
18587,43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",detailed,380
18588,43-9061,"Office Clerks, General",detailed,15950
18589,43-9071,"Office Machine Operators, Except Computer",detailed,140
18590,43-9111,Statistical Assistants,detailed,40
18591,43-9199,"Office and Administrative Support Workers, All Other",detailed,870
18592,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",detailed,270
18593,45-2011,Agricultural Inspectors,detailed,280
18594,45-2041,"Graders and Sorters, Agricultural Products",detailed,640
18595,45-2091,Agricultural Equipment Operators,detailed,260
18596,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",detailed,640
18597,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",detailed,470
18598,45-2099,"Agricultural Workers, All Other",detailed,140
18599,45-4021,Fallers,detailed,400
18600,45-4022,Logging Equipment Operators,detailed,1400
18601,45-4023,Log Graders and Scalers,detailed,90
18602,47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,detailed,5230
18603,47-2011,Boilermakers,detailed,150
18604,47-2021,Brickmasons and Blockmasons,detailed,230
18605,47-2022,Stonemasons,detailed,**
18606,47-2031,Carpenters,detailed,2970
18607,47-2041,Carpet Installers,detailed,100
18608,47-2043,Floor Sanders and Finishers,detailed,**
18609,47-2044,Tile and Stone Setters,detailed,130
18610,47-2051,Cement Masons and Concrete Finishers,detailed,750
18611,47-2061,Construction Laborers,detailed,8710
18612,47-2071,"Paving, Surfacing, and Tamping Equipment Operators",detailed,730
